date,Positive,Positive (low),Positive (high),Negative,Negative (low),Negative (high),Positive (under-50s),Positive (under-50s) (low),Positive (under-50s) (high),Negative (under-50s),Negative (under-50s) (low),Negative (under-50s) (high),Positive (over-50s),Positive (over-50s) (low),Positive (over-50s) (high),Negative (over-50s),Negative (over-50s) (low),Negative (over-50s) (high),Positive (poll),Negative (poll),Positive (under-50s) (poll),Negative (under-50s) (poll),Positive (over-50s) (poll),Negative (over-50s) (poll)
2020-04-21,30.65,29.14,32.23,19.76,18.21,21.39,,,,,,,,,,,,,31.0,30.0,,,,
2020-04-22,30.72,29.16,32.28,19.79,18.25,21.39,,,,,,,,,,,,,32.0,19.0,,,,
2020-04-23,30.8,29.25,32.37,19.81,18.25,21.4,,,,,,,,,,,,,38.0,26.0,,,,
2020-04-24,30.88,29.34,32.45,19.84,18.24,21.4,,,,,,,,,,,,,,,,,,
2020-04-25,30.97,29.43,32.56,19.87,18.3,21.44,,,,,,,,,,,,,,,,,,
2020-04-26,31.07,29.53,32.68,19.91,18.42,21.47,,,,,,,,,,,,,,,,,,
2020-04-27,31.18,29.63,32.83,19.94,18.5,21.49,,,,,,,,,,,,,29.0,16.0,,,,
2020-04-28,31.3,29.71,33.0,19.98,18.56,21.54,,,,,,,,,,,,,,,,,,
2020-04-29,31.44,29.83,33.2,20.02,18.63,21.57,,,,,,,,,,,,,,,,,,
2020-04-30,31.6,30.0,33.32,20.06,18.7,21.55,,,,,,,,,,,,,36.0,18.0,,,,
2020-05-01,31.76,30.19,33.43,20.11,18.75,21.61,,,,,,,,,,,,,,,,,,
2020-05-02,31.94,30.4,33.64,20.15,18.82,21.61,,,,,,,,,,,,,,,,,,
2020-05-03,32.13,30.62,33.8,20.19,18.87,21.6,,,,,,,,,,,,,,,,,,
2020-05-04,32.32,30.84,34.02,20.22,18.95,21.59,,,,,,,,,,,,,,,,,,
2020-05-05,32.51,31.02,34.2,20.26,19.04,21.56,,,,,,,,,,,,,35.0,30.0,,,,
2020-05-06,32.7,31.16,34.37,20.3,19.13,21.53,,,,,,,,,,,,,28.2,18.9,,,,
2020-05-07,32.89,31.35,34.56,20.33,19.2,21.49,,,,,,,,,,,,,,,,,,
2020-05-08,33.07,31.51,34.76,20.35,19.26,21.46,,,,,,,,,,,,,,,,,,
2020-05-09,33.24,31.7,34.94,20.38,19.31,21.49,,,,,,,,,,,,,40.0,17.0,,,,
2020-05-10,33.41,31.87,35.11,20.4,19.36,21.5,,,,,,,,,,,,,,,,,,
2020-05-11,33.57,32.03,35.26,20.41,19.42,21.57,,,,,,,,,,,,,,,,,,
2020-05-12,33.73,32.2,35.4,20.42,19.4,21.56,,,,,,,,,,,,,,,,,,
2020-05-13,33.88,32.36,35.53,20.43,19.42,21.55,,,,,,,,,,,,,42.0,18.0,,,,
2020-05-14,34.02,32.54,35.66,20.43,19.4,21.58,,,,,,,,,,,,,,,,,,
2020-05-15,34.15,32.69,35.77,20.43,19.41,21.54,,,,,,,,,,,,,,,,,,
2020-05-16,34.28,32.81,35.87,20.43,19.44,21.49,,,,,,,,,,,,,31.5,27.0,,,,
2020-05-17,34.41,32.92,35.97,20.43,19.47,21.44,,,,,,,,,,,,,,,,,,
2020-05-18,34.53,33.03,36.06,20.43,19.45,21.44,,,,,,,,,,,,,,,,,,
2020-05-19,34.65,33.13,36.16,20.43,19.44,21.43,,,,,,,,,,,,,,,,,,
2020-05-20,34.77,33.24,36.23,20.43,19.43,21.44,,,,,,,,,,,,,,,,,,
2020-05-21,34.89,33.35,36.31,20.43,19.43,21.42,,,,,,,,,,,,,47.0,17.0,,,,
2020-05-22,35.01,33.46,36.41,20.43,19.41,21.37,,,,,,,,,,,,,,,,,,
2020-05-23,35.13,33.59,36.55,20.44,19.4,21.36,,,,,,,,,,,,,,,,,,
2020-05-24,35.26,33.77,36.68,20.44,19.43,21.36,,,,,,,,,,,,,37.0,21.0,,,,
2020-05-25,35.39,33.87,36.85,20.45,19.47,21.38,,,,,,,,,,,,,,,,,,
2020-05-26,35.53,33.96,37.03,20.46,19.52,21.44,,,,,,,,,,,,,,,,,,
2020-05-27,35.67,34.09,37.13,20.47,19.55,21.47,,,,,,,,,,,,,47.0,27.0,,,,
2020-05-28,35.82,34.27,37.32,20.49,19.54,21.47,,,,,,,,,,,,,44.0,19.0,,,,
2020-05-29,35.97,34.44,37.53,20.51,19.55,21.49,,,,,,,,,,,,,,,,,,
2020-05-30,36.13,34.59,37.69,20.52,19.59,21.49,,,,,,,,,,,,,,,,,,
2020-05-31,36.29,34.78,37.8,20.54,19.62,21.49,,,,,,,,,,,,,36.0,26.0,,,,
2020-06-01,36.46,34.95,37.89,20.56,19.62,21.51,,,,,,,,,,,,,,,,,,
2020-06-02,36.62,35.1,38.08,20.58,19.65,21.57,,,,,,,,,,,,,,,,,,
2020-06-03,36.79,35.28,38.27,20.6,19.62,21.55,,,,,,,,,,,,,39.0,22.0,,,,
2020-06-04,36.95,35.53,38.46,20.61,19.62,21.55,,,,,,,,,,,,,36.6,20.2,,,,
2020-06-05,37.1,35.7,38.57,20.63,19.61,21.57,,,,,,,,,,,,,,,,,,
2020-06-06,37.24,35.82,38.67,20.64,19.65,21.62,,,,,,,,,,,,,,,,,,
2020-06-07,37.37,35.93,38.75,20.66,19.69,21.62,,,,,,,,,,,,,48.0,21.0,,,,
2020-06-08,37.48,36.09,38.86,20.67,19.7,21.61,,,,,,,,,,,,,,,,,,
2020-06-09,37.57,36.16,38.96,20.69,19.7,21.62,,,,,,,,,,,,,37.0,23.0,,,,
2020-06-10,37.64,36.24,39.0,20.7,19.7,21.66,,,,,,,,,,,,,,,,,,
2020-06-11,37.69,36.29,39.1,20.71,19.68,21.71,,,,,,,,,,,,,45.0,21.0,,,,
2020-06-12,37.72,36.31,39.2,20.72,19.65,21.72,,,,,,,,,,,,,,,,,,
2020-06-13,37.74,36.33,39.23,20.73,19.65,21.75,,,,,,,,,,,,,30.0,29.0,,,,
2020-06-14,37.73,36.29,39.2,20.73,19.67,21.8,,,,,,,,,,,,,36.0,17.2,,,,
2020-06-15,37.73,36.27,39.18,20.74,19.69,21.79,,,,,,,,,,,,,,,,,,
2020-06-16,37.72,36.22,39.18,20.75,19.71,21.81,,,,,,,,,,,,,,,,,,
2020-06-17,37.71,36.22,39.16,20.75,19.71,21.85,,,,,,,,,,,,,,,,,,
2020-06-18,37.7,36.23,39.13,20.76,19.68,21.85,,,,,,,,,,,,,,,,,,
2020-06-19,37.69,36.23,39.13,20.77,19.65,21.88,,,,,,,,,,,,,,,,,,
2020-06-20,37.68,36.24,39.12,20.78,19.65,21.91,,,,,,,,,,,,,,,,,,
2020-06-21,37.67,36.24,39.13,20.79,19.67,21.95,,,,,,,,,,,,,,,,,,
2020-06-22,37.67,36.25,39.13,20.81,19.71,21.98,,,,,,,,,,,,,,,,,,
2020-06-23,37.66,36.25,39.14,20.83,19.73,22.02,,,,,,,,,,,,,,,,,,
2020-06-24,37.66,36.26,39.12,20.85,19.72,22.07,,,,,,,,,,,,,35.0,25.0,,,,
2020-06-25,37.66,36.31,39.11,20.87,19.72,22.11,,,,,,,,,,,,,46.0,19.0,,,,
2020-06-26,37.67,36.36,39.09,20.89,19.74,22.16,,,,,,,,,,,,,,,,,,
2020-06-27,37.68,36.42,39.08,20.92,19.73,22.2,,,,,,,,,,,,,,,,,,
2020-06-28,37.7,36.49,39.11,20.95,19.73,22.24,,,,,,,,,,,,,,,,,,
2020-06-29,37.73,36.53,39.15,20.99,19.74,22.32,,,,,,,,,,,,,,,,,,
2020-06-30,37.76,36.51,39.23,21.03,19.75,22.4,,,,,,,,,,,,,,,,,,
2020-07-01,37.8,36.5,39.33,21.08,19.77,22.46,,,,,,,,,,,,,39.0,21.0,,,,
2020-07-02,37.85,36.56,39.44,21.13,19.8,22.53,,,,,,,,,,,,,43.0,22.0,,,,
2020-07-03,37.9,36.55,39.5,21.19,19.82,22.6,,,,,,,,,,,,,,,,,,
2020-07-04,37.96,36.63,39.59,21.26,19.85,22.71,,,,,,,,,,,,,36.1,19.9,,,,
2020-07-05,38.03,36.61,39.7,21.33,19.89,22.81,,,,,,,,,,,,,,,,,,
2020-07-06,38.09,36.63,39.79,21.4,19.93,22.9,,,,,,,,,,,,,,,,,,
2020-07-07,38.16,36.63,39.84,21.48,19.97,22.98,,,,,,,,,,,,,,,,,,
2020-07-08,38.23,36.68,39.88,21.57,20.02,23.15,,,,,,,,,,,,,,,,,,
2020-07-09,38.3,36.74,40.01,21.65,20.06,23.22,,,,,,,,,,,,,44.0,20.0,,,,
2020-07-10,38.37,36.79,40.11,21.74,20.06,23.41,,,,,,,,,,,,,,,,,,
2020-07-11,38.43,36.84,40.23,21.83,20.08,23.51,,,,,,,,,,,,,34.5,29.0,,,,
2020-07-12,38.48,36.83,40.41,21.92,20.16,23.58,,,,,,,,,,,,,,,,,,
2020-07-13,38.53,36.76,40.42,22.01,20.3,23.67,,,,,,,,,,,,,,,,,,
2020-07-14,38.57,36.73,40.4,22.1,20.36,23.78,,,,,,,,,,,,,,,,,,
2020-07-15,38.61,36.7,40.49,22.19,20.42,23.9,,,,,,,,,,,,,,,,,,
2020-07-16,38.65,36.75,40.54,22.29,20.48,24.07,,,,,,,,,,,,,,,,,,
2020-07-17,38.68,36.82,40.61,22.38,20.55,24.19,,,,,,,,,,,,,43.0,23.0,,,,
2020-07-18,38.71,36.77,40.63,22.48,20.62,24.27,,,,,,,,,,,,,,,,,,
2020-07-19,38.73,36.73,40.65,22.58,20.7,24.35,,,,,,,,,,,,,,,,,,
2020-07-20,38.75,36.78,40.67,22.68,20.77,24.41,,,,,,,,,,,,,,,,,,
2020-07-21,38.76,36.83,40.68,22.77,20.84,24.44,,,,,,,,,,,,,,,,,,
2020-07-22,38.76,36.84,40.68,22.87,20.92,24.45,,,,,,,,,,,,,,,,,,
2020-07-23,38.76,36.87,40.69,22.96,20.99,24.51,,,,,,,,,,,,,44.0,22.0,,,,
2020-07-24,38.76,36.97,40.7,23.05,21.09,24.56,,,,,,,,,,,,,,,,,,
2020-07-25,38.76,37.03,40.68,23.15,21.18,24.6,,,,,,,,,,,,,,,,,,
2020-07-26,38.77,37.08,40.61,23.25,21.3,24.65,,,,,,,,,,,,,,,,,,
2020-07-27,38.78,37.15,40.67,23.36,21.54,24.68,,,,,,,,,,,,,,,,,,
2020-07-28,38.79,37.15,40.73,23.47,21.64,24.67,,,,,,,,,,,,,,,,,,
2020-07-29,38.8,37.12,40.78,23.59,21.8,24.8,,,,,,,,,,,,,,,,,,
2020-07-30,38.82,37.1,40.84,23.7,21.98,24.86,,,,,,,,,,,,,,,,,,
2020-07-31,38.84,37.07,40.87,23.82,22.14,24.92,,,,,,,,,,,,,,,,,,
2020-08-01,38.85,37.05,40.98,23.94,22.42,24.97,,,,,,,,,,,,,42.5,26.5,,,,
2020-08-02,38.87,37.03,41.06,24.05,22.65,25.11,,,,,,,,,,,,,,,,,,
2020-08-03,38.89,37.1,41.09,24.16,22.83,25.19,,,,,,,,,,,,,,,,,,
2020-08-04,38.91,37.02,41.16,24.27,22.98,25.26,,,,,,,,,,,,,,,,,,
2020-08-05,38.92,37.04,41.14,24.36,23.08,25.35,,,,,,,,,,,,,,,,,,
2020-08-06,38.92,37.06,41.1,24.44,23.17,25.4,,,,,,,,,,,,,,,,,,
2020-08-07,38.92,37.01,41.06,24.5,23.23,25.53,,,,,,,,,,,,,,,,,,
2020-08-08,38.91,37.0,41.02,24.54,23.27,25.68,,,,,,,,,,,,,,,,,,
2020-08-09,38.89,36.98,41.11,24.56,23.29,25.7,,,,,,,,,,,,,,,,,,
2020-08-10,38.86,36.95,41.02,24.57,23.3,25.79,,,,,,,,,,,,,,,,,,
2020-08-11,38.82,36.93,40.9,24.56,23.31,25.83,,,,,,,,,,,,,,,,,,
2020-08-12,38.77,36.9,40.85,24.54,23.34,25.83,,,,,,,,,,,,,,,,,,
2020-08-13,38.71,36.86,40.79,24.51,23.27,25.79,,,,,,,,,,,,,,,,,,
2020-08-14,38.66,36.82,40.74,24.49,23.25,25.74,,,,,,,,,,,,,,,,,,
2020-08-15,38.61,36.89,40.64,24.48,23.27,25.71,,,,,,,,,,,,,32.0,30.0,,,,
2020-08-16,38.55,36.92,40.55,24.46,23.28,25.69,,,,,,,,,,,,,,,,,,
2020-08-17,38.5,36.83,40.51,24.45,23.27,25.68,,,,,,,,,,,,,,,,,,
2020-08-18,38.45,36.76,40.43,24.44,23.26,25.65,,,,,,,,,,,,,,,,,,
2020-08-19,38.4,36.76,40.35,24.44,23.25,25.68,,,,,,,,,,,,,40.0,21.0,,,,
2020-08-20,38.36,36.8,40.3,24.43,23.25,25.69,,,,,,,,,,,,,,,,,,
2020-08-21,38.33,36.86,40.22,24.43,23.24,25.65,,,,,,,,,,,,,34.0,25.0,,,,
2020-08-22,38.32,36.85,40.15,24.43,23.22,25.63,,,,,,,,,,,,,,,,,,
2020-08-23,38.31,36.92,40.07,24.42,23.22,25.61,,,,,,,,,,,,,,,,,,
2020-08-24,38.33,37.0,40.03,24.42,23.24,25.54,,,,,,,,,,,,,39.0,21.0,,,,
2020-08-25,38.35,37.06,40.02,24.41,23.29,25.52,,,,,,,,,,,,,,,,,,
2020-08-26,38.39,37.13,40.07,24.41,23.32,25.5,,,,,,,,,,,,,,,,,,
2020-08-27,38.44,37.17,40.11,24.41,23.34,25.5,,,,,,,,,,,,,38.0,24.0,,,,
2020-08-28,38.49,37.23,40.17,24.42,23.35,25.51,,,,,,,,,,,,,,,,,,
2020-08-29,38.56,37.28,40.21,24.42,23.36,25.47,,,,,,,,,,,,,,,,,,
2020-08-30,38.62,37.3,40.21,24.43,23.39,25.49,,,,,,,,,,,,,,,,,,
2020-08-31,38.69,37.37,40.25,24.44,23.39,25.52,,,,,,,,,,,,,43.0,25.0,,,,
2020-09-01,38.75,37.45,40.29,24.46,23.41,25.52,,,,,,,,,,,,,36.0,21.0,,,,
2020-09-02,38.81,37.5,40.34,24.47,23.43,25.53,,,,,,,,,,,,,,,,,,
2020-09-03,38.87,37.52,40.42,24.49,23.43,25.56,,,,,,,,,,,,,,,,,,
2020-09-04,38.93,37.54,40.44,24.51,23.46,25.56,,,,,,,,,,,,,34.0,28.0,,,,
2020-09-05,38.98,37.55,40.55,24.54,23.52,25.59,,,,,,,,,,,,,,,,,,
2020-09-06,39.03,37.57,40.62,24.56,23.58,25.59,,,,,,,,,,,,,,,,,,
2020-09-07,39.08,37.58,40.64,24.59,23.66,25.65,,,,,,,,,,,,,,,,,,
2020-09-08,39.12,37.63,40.74,24.62,23.7,25.69,,,,,,,,,,,,,,,,,,
2020-09-09,39.17,37.69,40.81,24.65,23.73,25.72,,,,,,,,,,,,,,,,,,
2020-09-10,39.21,37.73,40.86,24.67,23.75,25.75,,,,,,,,,,,,,,,,,,
2020-09-11,39.24,37.73,40.9,24.71,23.76,25.82,,,,,,,,,,,,,42.0,21.0,,,,
2020-09-12,39.27,37.77,40.94,24.74,23.78,25.9,,,,,,,,,,,,,,,,,,
2020-09-13,39.29,37.81,40.99,24.77,23.8,25.99,,,,,,,,,,,,,,,,,,
2020-09-14,39.31,37.85,41.03,24.81,23.81,26.04,,,,,,,,,,,,,,,,,,
2020-09-15,39.32,37.77,41.03,24.86,23.84,26.07,,,,,,,,,,,,,,,,,,
2020-09-16,39.33,37.72,41.03,24.91,23.86,26.11,,,,,,,,,,,,,37.0,24.5,,,,
2020-09-17,39.33,37.75,41.05,24.97,23.92,26.15,,,,,,,,,,,,,,,,,,
2020-09-18,39.33,37.73,41.1,25.04,23.97,26.23,,,,,,,,,,,,,43.0,27.0,,,,
2020-09-19,39.33,37.71,41.14,25.13,24.03,26.35,,,,,,,,,,,,,,,,,,
2020-09-20,39.33,37.7,41.15,25.22,24.1,26.51,,,,,,,,,,,,,,,,,,
2020-09-21,39.33,37.72,41.15,25.32,24.17,26.68,,,,,,,,,,,,,,,,,,
2020-09-22,39.33,37.76,41.16,25.44,24.26,26.84,,,,,,,,,,,,,,,,,,
2020-09-23,39.34,37.83,41.19,25.56,24.38,26.95,,,,,,,,,,,,,38.0,23.0,,,,
2020-09-24,39.35,37.82,41.21,25.69,24.54,27.12,,,,,,,,,,,,,,,,,,
2020-09-25,39.36,37.78,41.29,25.83,24.65,27.31,,,,,,,,,,,,,44.5,25.5,,,,
2020-09-26,39.37,37.74,41.25,25.98,24.8,27.45,,,,,,,,,,,,,,,,,,
2020-09-27,39.39,37.8,41.27,26.13,24.9,27.56,,,,,,,,,,,,,,,,,,
2020-09-28,39.41,37.83,41.32,26.28,25.02,27.68,,,,,,,,,,,,,46.0,26.0,,,,
2020-09-29,39.43,37.78,41.37,26.43,25.13,27.79,,,,,,,,,,,,,,,,,,
2020-09-30,39.45,37.73,41.37,26.57,25.26,27.97,,,,,,,,,,,,,43.0,31.0,,,,
2020-10-01,39.47,37.77,41.42,26.72,25.38,28.11,,,,,,,,,,,,,38.0,22.0,,,,
2020-10-02,39.49,37.81,41.47,26.86,25.51,28.27,,,,,,,,,,,,,,,,,,
2020-10-03,39.51,37.79,41.51,26.99,25.6,28.43,,,,,,,,,,,,,,,,,,
2020-10-04,39.53,37.75,41.54,27.12,25.69,28.6,,,,,,,,,,,,,,,,,,
2020-10-05,39.55,37.77,41.56,27.24,25.8,28.76,,,,,,,,,,,,,29.0,30.0,,,,
2020-10-06,39.57,37.77,41.55,27.36,25.83,28.91,,,,,,,,,,,,,,,,,,
2020-10-07,39.58,37.79,41.54,27.47,25.93,29.05,,,,,,,,,,,,,36.0,23.0,,,,
2020-10-08,39.58,37.8,41.56,27.58,26.06,29.18,,,,,,,,,,,,,,,,,,
2020-10-09,39.59,37.8,41.54,27.67,26.14,29.35,,,,,,,,,,,,,40.0,24.0,,,,
2020-10-10,39.59,37.79,41.52,27.77,26.22,29.44,,,,,,,,,,,,,,,,,,
2020-10-11,39.58,37.76,41.49,27.85,26.3,29.53,,,,,,,,,,,,,,,,,,
2020-10-12,39.55,37.72,41.45,27.93,26.34,29.56,,,,,,,,,,,,,,,,,,
2020-10-13,39.51,37.62,41.4,27.99,26.37,29.57,,,,,,,,,,,,,,,,,,
2020-10-14,39.44,37.5,41.33,28.03,26.36,29.54,,,,,,,,,,,,,,,,,,
2020-10-15,39.35,37.36,41.25,28.04,26.33,29.58,,,,,,,,,,,,,,,,,,
2020-10-16,39.23,37.23,41.13,28.04,26.34,29.54,,,,,,,,,,,,,,,,,,
2020-10-17,39.08,37.11,40.96,28.01,26.36,29.52,,,,,,,,,,,,,,,,,,
2020-10-18,38.92,36.89,40.7,27.96,26.35,29.47,,,,,,,,,,,,,31.0,32.0,,,,
2020-10-19,38.75,36.66,40.46,27.9,26.34,29.45,,,,,,,,,,,,,,,,,,
2020-10-20,38.56,36.58,40.2,27.82,26.23,29.4,,,,,,,,,,,,,,,,,,
2020-10-21,38.38,36.49,39.91,27.73,26.15,29.33,,,,,,,,,,,,,35.0,26.0,,,,
2020-10-22,38.19,36.42,39.79,27.64,26.07,29.26,,,,,,,,,,,,,41.0,36.0,,,,
2020-10-23,38.01,36.26,39.6,27.54,25.96,29.17,,,,,,,,,,,,,39.0,25.0,,,,
2020-10-24,37.83,36.13,39.35,27.44,25.86,29.04,,,,,,,,,,,,,48.0,35.0,,,,
2020-10-25,37.67,36.01,39.1,27.35,25.78,28.92,,,,,,,,,,,,,,,,,,
2020-10-26,37.51,35.9,38.89,27.25,25.72,28.8,,,,,,,,,,,,,44.0,31.0,,,,
2020-10-27,37.35,35.8,38.76,27.16,25.61,28.68,,,,,,,,,,,,,,,,,,
2020-10-28,37.2,35.66,38.67,27.08,25.57,28.58,,,,,,,,,,,,,40.0,28.0,,,,
2020-10-29,37.05,35.49,38.55,27.0,25.53,28.47,,,,,,,,,,,,,,,,,,
2020-10-30,36.9,35.33,38.42,26.94,25.45,28.33,,,,,,,,,,,,,38.0,40.0,,,,
2020-10-31,36.76,35.19,38.27,26.87,25.44,28.24,,,,,,,,,,,,,,,,,,
2020-11-01,36.62,35.06,38.13,26.82,25.41,28.18,,,,,,,,,,,,,,,,,,
2020-11-02,36.49,34.94,37.97,26.77,25.4,28.13,,,,,,,,,,,,,,,,,,
2020-11-03,36.37,34.83,37.8,26.73,25.37,28.08,,,,,,,,,,,,,,,,,,
2020-11-04,36.25,34.79,37.65,26.7,25.37,28.02,,,,,,,,,,,,,,,,,,
2020-11-05,36.14,34.7,37.54,26.67,25.37,27.92,,,,,,,,,,,,,41.0,24.0,,,,
2020-11-06,36.03,34.6,37.45,26.64,25.38,27.86,,,,,,,,,,,,,,,,,,
2020-11-07,35.93,34.54,37.32,26.62,25.39,27.82,,,,,,,,,,,,,,,,,,
2020-11-08,35.83,34.48,37.26,26.59,25.41,27.75,,,,,,,,,,,,,,,,,,
2020-11-09,35.73,34.42,37.15,26.57,25.42,27.75,,,,,,,,,,,,,,,,,,
2020-11-10,35.64,34.36,37.0,26.55,25.41,27.7,,,,,,,,,,,,,,,,,,
2020-11-11,35.55,34.3,36.92,26.53,25.4,27.63,,,,,,,,,,,,,38.0,24.0,,,,
2020-11-12,35.46,34.25,36.84,26.52,25.39,27.61,,,,,,,,,,,,,,,,,,
